,date,state,cases_dif,deaths_dif
33371,2021-10-29,South Dakota,396.0,1.0
33427,2021-10-30,South Dakota,0.0,0.0
33483,2021-10-31,South Dakota,0.0,0.0
33539,2021-11-01,South Dakota,403.0,6.0
33595,2021-11-02,South Dakota,718.0,8.0
33651,2021-11-03,South Dakota,520.0,4.0
33707,2021-11-04,South Dakota,441.0,7.0
33763,2021-11-05,South Dakota,431.0,7.0
33819,2021-11-06,South Dakota,0.0,0.0
33875,2021-11-07,South Dakota,0.0,0.0
33931,2021-11-08,South Dakota,401.0,0.0
33987,2021-11-09,South Dakota,871.0,3.0
34043,2021-11-10,South Dakota,555.0,7.0
34099,2021-11-11,South Dakota,0.0,0.0
34155,2021-11-12,South Dakota,521.0,4.0
34211,2021-11-13,South Dakota,0.0,0.0
34267,2021-11-14,South Dakota,0.0,0.0
34323,2021-11-15,South Dakota,745.0,8.0
34379,2021-11-16,South Dakota,904.0,5.0
34435,2021-11-17,South Dakota,482.0,3.0
34491,2021-11-18,South Dakota,486.0,6.0
34547,2021-11-19,South Dakota,415.0,2.0
34603,2021-11-20,South Dakota,0.0,0.0
34659,2021-11-21,South Dakota,0.0,0.0
34715,2021-11-22,South Dakota,415.0,4.0
34771,2021-11-23,South Dakota,931.0,9.0
34827,2021-11-24,South Dakota,571.0,2.0
34883,2021-11-25,South Dakota,0.0,0.0
34939,2021-11-26,South Dakota,0.0,0.0
34995,2021-11-27,South Dakota,0.0,0.0
35051,2021-11-28,South Dakota,0.0,0.0
35107,2021-11-29,South Dakota,575.0,8.0
35163,2021-11-30,South Dakota,1341.0,6.0
35219,2021-12-01,South Dakota,936.0,15.0
35275,2021-12-02,South Dakota,615.0,6.0
35331,2021-12-03,South Dakota,512.0,2.0
35387,2021-12-04,South Dakota,0.0,0.0
35443,2021-12-05,South Dakota,0.0,0.0
35499,2021-12-06,South Dakota,492.0,14.0
35555,2021-12-07,South Dakota,1026.0,4.0
35611,2021-12-08,South Dakota,627.0,9.0
35667,2021-12-09,South Dakota,384.0,8.0
35723,2021-12-10,South Dakota,448.0,6.0
35779,2021-12-11,South Dakota,0.0,0.0
35835,2021-12-12,South Dakota,0.0,0.0
35891,2021-12-13,South Dakota,335.0,9.0
35947,2021-12-14,South Dakota,717.0,4.0
36003,2021-12-15,South Dakota,444.0,8.0
36059,2021-12-16,South Dakota,513.0,11.0
36115,2021-12-17,South Dakota,398.0,3.0
36171,2021-12-18,South Dakota,0.0,0.0
36227,2021-12-19,South Dakota,0.0,0.0
36283,2021-12-20,South Dakota,366.0,5.0
36339,2021-12-21,South Dakota,762.0,11.0
36395,2021-12-22,South Dakota,466.0,1.0
36451,2021-12-23,South Dakota,428.0,6.0
36507,2021-12-24,South Dakota,0.0,0.0
36563,2021-12-25,South Dakota,0.0,0.0
36619,2021-12-26,South Dakota,0.0,0.0
36675,2021-12-27,South Dakota,509.0,13.0
36731,2021-12-28,South Dakota,1265.0,-1.0
495,2020-03-11,Arkansas,,
541,2020-03-12,Arkansas,5.0,0.0
589,2020-03-13,Arkansas,1.0,0.0
640,2020-03-14,Arkansas,2.0,0.0
692,2020-03-15,Arkansas,7.0,0.0
745,2020-03-16,Arkansas,6.0,0.0
798,2020-03-17,Arkansas,0.0,0.0
852,2020-03-18,Arkansas,11.0,0.0
906,2020-03-19,Arkansas,29.0,0.0
960,2020-03-20,Arkansas,38.0,0.0
1014,2020-03-21,Arkansas,18.0,0.0
1068,2020-03-22,Arkansas,47.0,0.0
1122,2020-03-23,Arkansas,36.0,0.0
1176,2020-03-24,Arkansas,30.0,2.0
1230,2020-03-25,Arkansas,76.0,0.0
1284,2020-03-26,Arkansas,43.0,1.0
1338,2020-03-27,Arkansas,35.0,0.0
1392,2020-03-28,Arkansas,24.0,2.0
1447,2020-03-29,Arkansas,40.0,1.0
1502,2020-03-30,Arkansas,59.0,1.0
1557,2020-03-31,Arkansas,56.0,1.0
1612,2020-04-01,Arkansas,60.0,2.0
1667,2020-04-02,Arkansas,59.0,2.0
1722,2020-04-03,Arkansas,55.0,0.0
1777,2020-04-04,Arkansas,5.0,2.0
1832,2020-04-05,Arkansas,110.0,2.0
1887,2020-04-06,Arkansas,74.0,0.0
1942,2020-04-07,Arkansas,70.0,2.0
1997,2020-04-08,Arkansas,80.0,0.0
2052,2020-04-09,Arkansas,69.0,3.0
2107,2020-04-10,Arkansas,56.0,3.0
2162,2020-04-11,Arkansas,26.0,1.0
2217,2020-04-12,Arkansas,52.0,2.0
2272,2020-04-13,Arkansas,195.0,3.0
2327,2020-04-14,Arkansas,23.0,2.0
2382,2020-04-15,Arkansas,101.0,2.0
2437,2020-04-16,Arkansas,21.0,3.0
2492,2020-04-17,Arkansas,75.0,0.0
2547,2020-04-18,Arkansas,82.0,1.0
2602,2020-04-19,Arkansas,4.0,1.0
2657,2020-04-20,Arkansas,190.0,3.0
2712,2020-04-21,Arkansas,291.0,1.0
2767,2020-04-22,Arkansas,130.0,1.0
2822,2020-04-23,Arkansas,207.0,1.0
2877,2020-04-24,Arkansas,211.0,2.0
2932,2020-04-25,Arkansas,99.0,1.0
2987,2020-04-26,Arkansas,92.0,2.0
3042,2020-04-27,Arkansas,68.0,1.0
3097,2020-04-28,Arkansas,58.0,6.0
3152,2020-04-29,Arkansas,80.0,2.0
3207,2020-04-30,Arkansas,74.0,2.0
3262,2020-05-01,Arkansas,29.0,3.0
3317,2020-05-02,Arkansas,62.0,8.0
3372,2020-05-03,Arkansas,59.0,4.0
3427,2020-05-04,Arkansas,38.0,4.0
3482,2020-05-05,Arkansas,56.0,3.0
3537,2020-05-06,Arkansas,86.0,4.0
3592,2020-05-07,Arkansas,83.0,1.0
3647,2020-05-08,Arkansas,53.0,0.0
3702,2020-05-09,Arkansas,0.0,0.0
3757,2020-05-10,Arkansas,265.0,3.0
3812,2020-05-11,Arkansas,31.0,3.0
3867,2020-05-12,Arkansas,121.0,1.0
3922,2020-05-13,Arkansas,72.0,2.0
3977,2020-05-14,Arkansas,130.0,1.0
4032,2020-05-15,Arkansas,97.0,0.0
4087,2020-05-16,Arkansas,115.0,0.0
4142,2020-05-17,Arkansas,181.0,0.0
4197,2020-05-18,Arkansas,54.0,2.0
4252,2020-05-19,Arkansas,110.0,2.0
4307,2020-05-20,Arkansas,80.0,5.0
4362,2020-05-21,Arkansas,455.0,3.0
4417,2020-05-22,Arkansas,154.0,3.0
4472,2020-05-23,Arkansas,163.0,2.0
4527,2020-05-24,Arkansas,147.0,1.0
4582,2020-05-25,Arkansas,107.0,1.0
4637,2020-05-26,Arkansas,151.0,2.0
4692,2020-05-27,Arkansas,97.0,1.0
4747,2020-05-28,Arkansas,261.0,5.0
4802,2020-05-29,Arkansas,239.0,7.0
4857,2020-05-30,Arkansas,236.0,1.0
4912,2020-05-31,Arkansas,240.0,0.0
4967,2020-06-01,Arkansas,190.0,0.0
5022,2020-06-02,Arkansas,375.0,3.0
5077,2020-06-03,Arkansas,249.0,6.0
5132,2020-06-04,Arkansas,358.0,9.0
5187,2020-06-05,Arkansas,226.0,1.0
5242,2020-06-06,Arkansas,450.0,2.0
5297,2020-06-07,Arkansas,325.0,0.0
5352,2020-06-08,Arkansas,314.0,1.0
5407,2020-06-09,Arkansas,340.0,6.0
5462,2020-06-10,Arkansas,288.0,4.0
5517,2020-06-11,Arkansas,448.0,6.0
5572,2020-06-12,Arkansas,731.0,5.0
5627,2020-06-13,Arkansas,548.0,1.0
5682,2020-06-14,Arkansas,406.0,2.0
5737,2020-06-15,Arkansas,416.0,3.0
5792,2020-06-16,Arkansas,274.0,6.0
5847,2020-06-17,Arkansas,415.0,9.0
5902,2020-06-18,Arkansas,322.0,11.0
5957,2020-06-19,Arkansas,703.0,6.0
6012,2020-06-20,Arkansas,511.0,10.0
6067,2020-06-21,Arkansas,419.0,1.0
6122,2020-06-22,Arkansas,522.0,2.0
6177,2020-06-23,Arkansas,595.0,10.0
6232,2020-06-24,Arkansas,697.0,3.0
6287,2020-06-25,Arkansas,687.0,0.0
6342,2020-06-26,Arkansas,678.0,9.0
6397,2020-06-27,Arkansas,570.0,10.0
6452,2020-06-28,Arkansas,508.0,5.0
6507,2020-06-29,Arkansas,439.0,1.0
6562,2020-06-30,Arkansas,520.0,5.0
6617,2020-07-01,Arkansas,420.0,7.0
6672,2020-07-02,Arkansas,878.0,2.0
6727,2020-07-03,Arkansas,547.0,2.0
6782,2020-07-04,Arkansas,587.0,5.0
6837,2020-07-05,Arkansas,605.0,1.0
6892,2020-07-06,Arkansas,439.0,5.0
6947,2020-07-07,Arkansas,259.0,9.0
7002,2020-07-08,Arkansas,734.0,4.0
7057,2020-07-09,Arkansas,806.0,4.0
7112,2020-07-10,Arkansas,751.0,4.0
7167,2020-07-11,Arkansas,1061.0,6.0
7222,2020-07-12,Arkansas,503.0,2.0
7277,2020-07-13,Arkansas,572.0,2.0
7332,2020-07-14,Arkansas,794.0,8.0
7387,2020-07-15,Arkansas,564.0,4.0
7442,2020-07-16,Arkansas,817.0,6.0
7497,2020-07-17,Arkansas,648.0,12.0
7552,2020-07-18,Arkansas,771.0,4.0
7607,2020-07-19,Arkansas,695.0,0.0
7662,2020-07-20,Arkansas,699.0,6.0
7717,2020-07-21,Arkansas,728.0,11.0
7772,2020-07-22,Arkansas,591.0,6.0
7827,2020-07-23,Arkansas,1013.0,6.0
7882,2020-07-24,Arkansas,990.0,8.0
7937,2020-07-25,Arkansas,732.0,5.0
7992,2020-07-26,Arkansas,642.0,2.0
8047,2020-07-27,Arkansas,824.0,7.0
8102,2020-07-28,Arkansas,734.0,20.0
8157,2020-07-29,Arkansas,787.0,6.0
8212,2020-07-30,Arkansas,791.0,8.0
8267,2020-07-31,Arkansas,752.0,11.0
8322,2020-08-01,Arkansas,662.0,5.0
8377,2020-08-02,Arkansas,637.0,6.0
8432,2020-08-03,Arkansas,787.0,11.0
8487,2020-08-04,Arkansas,784.0,15.0
8542,2020-08-05,Arkansas,912.0,18.0
8597,2020-08-06,Arkansas,735.0,7.0
8652,2020-08-07,Arkansas,1011.0,6.0
8707,2020-08-08,Arkansas,772.0,14.0
8762,2020-08-09,Arkansas,572.0,9.0
8817,2020-08-10,Arkansas,645.0,11.0
8872,2020-08-11,Arkansas,383.0,11.0
8927,2020-08-12,Arkansas,703.0,7.0
8982,2020-08-13,Arkansas,652.0,9.0
9037,2020-08-14,Arkansas,626.0,5.0
9092,2020-08-15,Arkansas,-400.0,13.0
9147,2020-08-16,Arkansas,673.0,-1.0
9202,2020-08-17,Arkansas,412.0,4.0
9257,2020-08-18,Arkansas,410.0,16.0
9312,2020-08-19,Arkansas,729.0,12.0
9367,2020-08-20,Arkansas,549.0,10.0
9422,2020-08-21,Arkansas,887.0,22.0
9477,2020-08-22,Arkansas,547.0,11.0
9532,2020-08-23,Arkansas,375.0,13.0
9587,2020-08-24,Arkansas,320.0,9.0
9642,2020-08-25,Arkansas,480.0,15.0
9697,2020-08-26,Arkansas,649.0,21.0
9752,2020-08-27,Arkansas,722.0,7.0
9807,2020-08-28,Arkansas,838.0,17.0
9862,2020-08-29,Arkansas,795.0,16.0
9917,2020-08-30,Arkansas,478.0,12.0
9972,2020-08-31,Arkansas,368.0,13.0
10027,2020-09-01,Arkansas,273.0,17.0
10082,2020-09-02,Arkansas,615.0,27.0
10137,2020-09-03,Arkansas,1392.0,20.0
10192,2020-09-04,Arkansas,1174.0,12.0
10247,2020-09-05,Arkansas,548.0,9.0
10302,2020-09-06,Arkansas,698.0,12.0
10357,2020-09-07,Arkansas,356.0,14.0
10412,2020-09-08,Arkansas,477.0,9.0
10467,2020-09-09,Arkansas,498.0,11.0
10522,2020-09-10,Arkansas,548.0,12.0
10577,2020-09-11,Arkansas,1184.0,13.0
10632,2020-09-12,Arkansas,723.0,16.0
10687,2020-09-13,Arkansas,509.0,12.0
10742,2020-09-14,Arkansas,408.0,11.0
10797,2020-09-15,Arkansas,870.0,158.0
10852,2020-09-16,Arkansas,722.0,7.0
10907,2020-09-17,Arkansas,992.0,9.0
10962,2020-09-18,Arkansas,871.0,7.0
11017,2020-09-19,Arkansas,1078.0,8.0
11072,2020-09-20,Arkansas,563.0,0.0
11127,2020-09-21,Arkansas,641.0,16.0
11182,2020-09-22,Arkansas,617.0,12.0
11237,2020-09-23,Arkansas,982.0,20.0
11292,2020-09-24,Arkansas,1086.0,17.0
11347,2020-09-25,Arkansas,897.0,20.0
11402,2020-09-26,Arkansas,809.0,19.0
11457,2020-09-27,Arkansas,487.0,23.0
11512,2020-09-28,Arkansas,807.0,21.0
11567,2020-09-29,Arkansas,706.0,21.0
11622,2020-09-30,Arkansas,942.0,19.0
11677,2020-10-01,Arkansas,1124.0,15.0
11732,2020-10-02,Arkansas,958.0,7.0
11787,2020-10-03,Arkansas,746.0,16.0
11842,2020-10-04,Arkansas,488.0,18.0
11897,2020-10-05,Arkansas,417.0,22.0
11952,2020-10-06,Arkansas,641.0,22.0
12007,2020-10-07,Arkansas,809.0,13.0
12062,2020-10-08,Arkansas,1265.0,21.0
12117,2020-10-09,Arkansas,1167.0,27.0
12172,2020-10-10,Arkansas,908.0,22.0
12227,2020-10-11,Arkansas,613.0,17.0
12282,2020-10-12,Arkansas,654.0,17.0
12337,2020-10-13,Arkansas,680.0,25.0
12392,2020-10-14,Arkansas,1079.0,23.0
12447,2020-10-15,Arkansas,1278.0,11.0
12502,2020-10-16,Arkansas,1015.0,20.0
12557,2020-10-17,Arkansas,883.0,19.0
12612,2020-10-18,Arkansas,644.0,20.0
12667,2020-10-19,Arkansas,531.0,10.0
12722,2020-10-20,Arkansas,844.0,14.0
12777,2020-10-21,Arkansas,1155.0,23.0
12832,2020-10-22,Arkansas,1202.0,21.0
12887,2020-10-23,Arkansas,1337.0,10.0
12942,2020-10-24,Arkansas,1183.0,15.0
12997,2020-10-25,Arkansas,797.0,15.0
13052,2020-10-26,Arkansas,612.0,21.0
13107,2020-10-27,Arkansas,952.0,24.0
13162,2020-10-28,Arkansas,961.0,18.0
13217,2020-10-29,Arkansas,1072.0,19.0
13272,2020-10-30,Arkansas,1162.0,6.0
13327,2020-10-31,Arkansas,1316.0,25.0
13382,2020-11-01,Arkansas,867.0,33.0
13437,2020-11-02,Arkansas,584.0,27.0
13492,2020-11-03,Arkansas,878.0,18.0
13547,2020-11-04,Arkansas,1293.0,23.0
13602,2020-11-05,Arkansas,1548.0,11.0
13657,2020-11-06,Arkansas,1870.0,19.0
13712,2020-11-07,Arkansas,1598.0,12.0
13767,2020-11-08,Arkansas,1038.0,17.0
13822,2020-11-09,Arkansas,945.0,23.0
13877,2020-11-10,Arkansas,1424.0,4.0
13932,2020-11-11,Arkansas,1962.0,14.0
13987,2020-11-12,Arkansas,1809.0,18.0
14042,2020-11-13,Arkansas,2312.0,4.0
14097,2020-11-14,Arkansas,1848.0,11.0
14152,2020-11-15,Arkansas,874.0,24.0
14207,2020-11-16,Arkansas,1308.0,42.0
14262,2020-11-17,Arkansas,1554.0,20.0
14317,2020-11-18,Arkansas,1715.0,30.0
14372,2020-11-19,Arkansas,2238.0,22.0
14427,2020-11-20,Arkansas,2061.0,24.0
14482,2020-11-21,Arkansas,1905.0,16.0
14537,2020-11-22,Arkansas,1352.0,20.0
14592,2020-11-23,Arkansas,1017.0,30.0
14647,2020-11-24,Arkansas,2122.0,18.0
14702,2020-11-25,Arkansas,1965.0,20.0
14757,2020-11-26,Arkansas,2348.0,11.0
14812,2020-11-27,Arkansas,1052.0,0.0
14867,2020-11-28,Arkansas,1349.0,13.0
14922,2020-11-29,Arkansas,1221.0,21.0
14977,2020-11-30,Arkansas,1112.0,32.0
15032,2020-12-01,Arkansas,1950.0,10.0
15087,2020-12-02,Arkansas,2212.0,10.0
15142,2020-12-03,Arkansas,2789.0,33.0
15197,2020-12-04,Arkansas,2827.0,31.0
15252,2020-12-05,Arkansas,2245.0,34.0
15307,2020-12-06,Arkansas,1542.0,40.0
15362,2020-12-07,Arkansas,1118.0,53.0
15417,2020-12-08,Arkansas,2283.0,39.0
15472,2020-12-09,Arkansas,2327.0,34.0
15527,2020-12-10,Arkansas,2202.0,34.0
15582,2020-12-11,Arkansas,2770.0,55.0
15637,2020-12-12,Arkansas,2628.0,36.0
15692,2020-12-13,Arkansas,1450.0,34.0
15747,2020-12-14,Arkansas,1355.0,45.0
15802,2020-12-15,Arkansas,2141.0,26.0
15857,2020-12-16,Arkansas,2306.0,58.0
15912,2020-12-17,Arkansas,3039.0,38.0
15967,2020-12-18,Arkansas,2878.0,27.0
16022,2020-12-19,Arkansas,2693.0,52.0
16077,2020-12-20,Arkansas,1536.0,46.0
16132,2020-12-21,Arkansas,1457.0,58.0
16187,2020-12-22,Arkansas,1941.0,43.0
16242,2020-12-23,Arkansas,2893.0,38.0
16297,2020-12-24,Arkansas,3204.0,30.0
16352,2020-12-25,Arkansas,2122.0,32.0
16407,2020-12-26,Arkansas,702.0,3.0
16462,2020-12-27,Arkansas,908.0,41.0
16517,2020-12-28,Arkansas,1651.0,55.0
16572,2020-12-29,Arkansas,2718.0,66.0
16627,2020-12-30,Arkansas,3184.0,34.0
16682,2020-12-31,Arkansas,2708.0,39.0
16737,2021-01-01,Arkansas,4304.0,35.0
16792,2021-01-02,Arkansas,2000.0,18.0
16847,2021-01-03,Arkansas,2033.0,20.0
16902,2021-01-04,Arkansas,1306.0,51.0
16957,2021-01-05,Arkansas,4107.0,36.0
17012,2021-01-06,Arkansas,3705.0,65.0
17067,2021-01-07,Arkansas,3323.0,25.0
17122,2021-01-08,Arkansas,2944.0,40.0
17177,2021-01-09,Arkansas,2886.0,44.0
17232,2021-01-10,Arkansas,3330.0,33.0
17287,2021-01-11,Arkansas,1268.0,38.0
17342,2021-01-12,Arkansas,3209.0,40.0
17397,2021-01-13,Arkansas,2467.0,65.0
17452,2021-01-14,Arkansas,2491.0,42.0
17507,2021-01-15,Arkansas,3124.0,35.0
17562,2021-01-16,Arkansas,2543.0,30.0
17617,2021-01-17,Arkansas,976.0,18.0
17672,2021-01-18,Arkansas,1109.0,32.0
17727,2021-01-19,Arkansas,1331.0,43.0
17782,2021-01-20,Arkansas,2520.0,55.0
17837,2021-01-21,Arkansas,3106.0,55.0
17892,2021-01-22,Arkansas,2162.0,53.0
17947,2021-01-23,Arkansas,1613.0,14.0
18002,2021-01-24,Arkansas,1071.0,43.0
18057,2021-01-25,Arkansas,636.0,44.0
18112,2021-01-26,Arkansas,2485.0,40.0
18167,2021-01-27,Arkansas,1777.0,52.0
18222,2021-01-28,Arkansas,1892.0,42.0
18277,2021-01-29,Arkansas,1707.0,47.0
18332,2021-01-30,Arkansas,1824.0,7.0
18387,2021-01-31,Arkansas,881.0,30.0
18442,2021-02-01,Arkansas,1226.0,27.0
18497,2021-02-02,Arkansas,1510.0,44.0
18552,2021-02-03,Arkansas,2426.0,46.0
18607,2021-02-04,Arkansas,2469.0,24.0
18662,2021-02-05,Arkansas,1824.0,41.0
18717,2021-02-06,Arkansas,1341.0,11.0
18772,2021-02-07,Arkansas,672.0,15.0
18827,2021-02-08,Arkansas,637.0,30.0
18882,2021-02-09,Arkansas,1475.0,42.0
18937,2021-02-10,Arkansas,1092.0,26.0
18992,2021-02-11,Arkansas,1103.0,25.0
19047,2021-02-12,Arkansas,565.0,13.0
19102,2021-02-13,Arkansas,954.0,40.0
19157,2021-02-14,Arkansas,466.0,13.0
19212,2021-02-15,Arkansas,320.0,10.0
19267,2021-02-16,Arkansas,177.0,12.0
19322,2021-02-17,Arkansas,667.0,26.0
19377,2021-02-18,Arkansas,253.0,10.0
19432,2021-02-19,Arkansas,268.0,13.0
19487,2021-02-20,Arkansas,517.0,12.0
19542,2021-02-21,Arkansas,284.0,9.0
19597,2021-02-22,Arkansas,245.0,6.0
19652,2021-02-23,Arkansas,834.0,14.0
19707,2021-02-24,Arkansas,803.0,10.0
19762,2021-02-25,Arkansas,726.0,10.0
19817,2021-02-26,Arkansas,516.0,10.0
19872,2021-02-27,Arkansas,557.0,10.0
19927,2021-02-28,Arkansas,3220.0,-174.0
19982,2021-03-01,Arkansas,94.0,7.0
20037,2021-03-02,Arkansas,440.0,4.0
20092,2021-03-03,Arkansas,404.0,7.0
20147,2021-03-04,Arkansas,403.0,12.0
20202,2021-03-05,Arkansas,570.0,10.0
20257,2021-03-06,Arkansas,327.0,14.0
20312,2021-03-07,Arkansas,165.0,22.0
20367,2021-03-08,Arkansas,133.0,24.0
20422,2021-03-09,Arkansas,432.0,14.0
20477,2021-03-10,Arkansas,317.0,25.0
20532,2021-03-11,Arkansas,340.0,28.0
20587,2021-03-12,Arkansas,459.0,27.0
20642,2021-03-13,Arkansas,314.0,18.0
20697,2021-03-14,Arkansas,130.0,19.0
20752,2021-03-15,Arkansas,117.0,7.0
20807,2021-03-16,Arkansas,396.0,12.0
20862,2021-03-17,Arkansas,325.0,14.0
20917,2021-03-18,Arkansas,264.0,8.0
20972,2021-03-19,Arkansas,228.0,14.0
21027,2021-03-20,Arkansas,274.0,4.0
21082,2021-03-21,Arkansas,108.0,6.0
21137,2021-03-22,Arkansas,52.0,5.0
21192,2021-03-23,Arkansas,239.0,3.0
21247,2021-03-24,Arkansas,231.0,13.0
21302,2021-03-25,Arkansas,334.0,11.0
21357,2021-03-26,Arkansas,184.0,12.0
21412,2021-03-27,Arkansas,165.0,7.0
21467,2021-03-28,Arkansas,69.0,5.0
21522,2021-03-29,Arkansas,79.0,6.0
21577,2021-03-30,Arkansas,178.0,15.0
21632,2021-03-31,Arkansas,212.0,10.0
21687,2021-04-01,Arkansas,211.0,10.0
21742,2021-04-02,Arkansas,144.0,3.0
21797,2021-04-03,Arkansas,217.0,2.0
21852,2021-04-04,Arkansas,84.0,2.0
21907,2021-04-05,Arkansas,44.0,5.0
21962,2021-04-06,Arkansas,163.0,5.0
22017,2021-04-07,Arkansas,244.0,7.0
22072,2021-04-08,Arkansas,199.0,2.0
22127,2021-04-09,Arkansas,178.0,-1.0
22182,2021-04-10,Arkansas,171.0,0.0
22237,2021-04-11,Arkansas,100.0,0.0
22292,2021-04-12,Arkansas,69.0,4.0
22347,2021-04-13,Arkansas,224.0,8.0
22402,2021-04-14,Arkansas,220.0,7.0
22457,2021-04-15,Arkansas,283.0,6.0
22512,2021-04-16,Arkansas,237.0,6.0
22567,2021-04-17,Arkansas,221.0,1.0
22622,2021-04-18,Arkansas,45.0,1.0
22677,2021-04-19,Arkansas,59.0,5.0
22732,2021-04-20,Arkansas,198.0,7.0
22787,2021-04-21,Arkansas,352.0,2.0
22842,2021-04-22,Arkansas,161.0,3.0
22897,2021-04-23,Arkansas,236.0,5.0
22952,2021-04-24,Arkansas,184.0,1.0
23007,2021-04-25,Arkansas,64.0,1.0
23062,2021-04-26,Arkansas,63.0,2.0
23117,2021-04-27,Arkansas,229.0,5.0
23172,2021-04-28,Arkansas,291.0,1.0
23227,2021-04-29,Arkansas,240.0,9.0
23282,2021-04-30,Arkansas,196.0,4.0
23337,2021-05-01,Arkansas,243.0,2.0
23392,2021-05-02,Arkansas,137.0,2.0
23447,2021-05-03,Arkansas,61.0,4.0
23502,2021-05-04,Arkansas,296.0,5.0
23557,2021-05-05,Arkansas,298.0,2.0
23612,2021-05-06,Arkansas,188.0,3.0
23667,2021-05-07,Arkansas,222.0,2.0
23722,2021-05-08,Arkansas,245.0,1.0
23777,2021-05-09,Arkansas,95.0,1.0
23832,2021-05-10,Arkansas,76.0,3.0
23887,2021-05-11,Arkansas,233.0,6.0
23942,2021-05-12,Arkansas,224.0,7.0
23997,2021-05-13,Arkansas,192.0,6.0
24052,2021-05-14,Arkansas,250.0,7.0
24107,2021-05-15,Arkansas,202.0,3.0
24162,2021-05-16,Arkansas,95.0,1.0
24217,2021-05-17,Arkansas,67.0,2.0
24272,2021-05-18,Arkansas,313.0,9.0
24327,2021-05-19,Arkansas,244.0,0.0
24382,2021-05-20,Arkansas,256.0,3.0
24437,2021-05-21,Arkansas,201.0,3.0
24492,2021-05-22,Arkansas,177.0,5.0
24547,2021-05-23,Arkansas,97.0,1.0
24602,2021-05-24,Arkansas,49.0,3.0
24657,2021-05-25,Arkansas,329.0,4.0
24712,2021-05-26,Arkansas,183.0,3.0
24767,2021-05-27,Arkansas,218.0,2.0
24822,2021-05-28,Arkansas,214.0,1.0
24877,2021-05-29,Arkansas,160.0,0.0
24932,2021-05-30,Arkansas,61.0,2.0
24987,2021-05-31,Arkansas,30.0,1.0
25042,2021-06-01,Arkansas,69.0,1.0
25097,2021-06-02,Arkansas,242.0,1.0
25152,2021-06-03,Arkansas,197.0,7.0
25207,2021-06-04,Arkansas,253.0,3.0
25262,2021-06-05,Arkansas,203.0,1.0
25317,2021-06-06,Arkansas,88.0,0.0
25372,2021-06-07,Arkansas,62.0,3.0
25427,2021-06-08,Arkansas,231.0,3.0
25482,2021-06-09,Arkansas,201.0,2.0
25537,2021-06-10,Arkansas,289.0,2.0
25592,2021-06-11,Arkansas,393.0,3.0
25647,2021-06-12,Arkansas,264.0,1.0
25702,2021-06-13,Arkansas,91.0,1.0
25757,2021-06-14,Arkansas,103.0,2.0
25812,2021-06-15,Arkansas,302.0,6.0
25867,2021-06-16,Arkansas,288.0,-2.0
25922,2021-06-17,Arkansas,288.0,2.0
25977,2021-06-18,Arkansas,276.0,5.0
26032,2021-06-19,Arkansas,251.0,0.0
26087,2021-06-20,Arkansas,133.0,0.0
26142,2021-06-21,Arkansas,90.0,2.0
26197,2021-06-22,Arkansas,485.0,8.0
26252,2021-06-23,Arkansas,389.0,3.0
26307,2021-06-24,Arkansas,383.0,3.0
26362,2021-06-25,Arkansas,302.0,3.0
26417,2021-06-26,Arkansas,0.0,0.0
26472,2021-06-27,Arkansas,0.0,0.0
26527,2021-06-28,Arkansas,966.0,4.0
26582,2021-06-29,Arkansas,479.0,8.0
26637,2021-06-30,Arkansas,686.0,4.0
26692,2021-07-01,Arkansas,700.0,0.0
26747,2021-07-02,Arkansas,494.0,4.0
26802,2021-07-03,Arkansas,0.0,0.0
26857,2021-07-04,Arkansas,0.0,0.0
26912,2021-07-05,Arkansas,1246.0,7.0
26967,2021-07-06,Arkansas,270.0,6.0
27022,2021-07-07,Arkansas,1000.0,7.0
27077,2021-07-08,Arkansas,1210.0,11.0
27132,2021-07-09,Arkansas,1155.0,4.0
27187,2021-07-10,Arkansas,0.0,0.0
27242,2021-07-11,Arkansas,0.0,0.0
27297,2021-07-12,Arkansas,2013.0,7.0
27352,2021-07-13,Arkansas,1476.0,15.0
27407,2021-07-14,Arkansas,1309.0,7.0
27462,2021-07-15,Arkansas,980.0,4.0
27517,2021-07-16,Arkansas,1342.0,11.0
27572,2021-07-17,Arkansas,0.0,0.0
27627,2021-07-18,Arkansas,0.0,0.0
27682,2021-07-19,Arkansas,2552.0,15.0
27737,2021-07-20,Arkansas,1875.0,0.0
27792,2021-07-21,Arkansas,1459.0,13.0
27847,2021-07-22,Arkansas,1860.0,15.0
27902,2021-07-23,Arkansas,1987.0,6.0
27957,2021-07-24,Arkansas,2015.0,7.0
28012,2021-07-25,Arkansas,1022.0,6.0
28067,2021-07-26,Arkansas,621.0,23.0
28122,2021-07-27,Arkansas,2052.0,10.0
28177,2021-07-28,Arkansas,1703.0,12.0
28232,2021-07-29,Arkansas,2843.0,11.0
28287,2021-07-30,Arkansas,2544.0,13.0
28342,2021-07-31,Arkansas,1339.0,18.0
28397,2021-08-01,Arkansas,1984.0,16.0
28452,2021-08-02,Arkansas,844.0,42.0
28507,2021-08-03,Arkansas,2343.0,16.0
28562,2021-08-04,Arkansas,2838.0,15.0
28617,2021-08-05,Arkansas,2777.0,17.0
28672,2021-08-06,Arkansas,3037.0,22.0
28727,2021-08-07,Arkansas,2633.0,21.0
28782,2021-08-08,Arkansas,1369.0,11.0
